"Date","Rang","Plat"
"20/10/2017",2,"Galette de soja tomate/basilic et sauce tomate"
"20/10/2017",2,"sauce tomate "
"20/10/2017",3,"Pâtes semi-complètes bio"
"20/10/2017",6,"Petits suisses aromatisés"
"23/10/2017",1,"Salade de mâche au thon"
"23/10/2017",2,"Haché de poulet*"
"23/10/2017",3,"Ratatouille"
"23/10/2017",6,"Flan patissier"
"23/10/2017",8,"Lait bio"
"24/10/2017",1,"Salade de pâtes Napoli"
"24/10/2017",2,"Omelette bio"
"24/10/2017",3,"Gratinée de légumes (pdt, carottes, brocolis)"
"24/10/2017",5,"Crème de gruyère"
"24/10/2017",6,"Clémentines"
"25/10/2017",1,"Betteraves"
"25/10/2017",2,"Paëlla au poisson"
"25/10/2017",5,"Fromage Belle de Nantes°"
"25/10/2017",6,"Poire"
"26/10/2017",2,"Jambon fumé "
"26/10/2017",3,"Carottes râpées"
"26/10/2017",3,"Frites"
"26/10/2017",6,"Crème dessert vanille"
"27/10/2017",1,"Radis bio"
"27/10/2017",2,"Poisson pané"
"27/10/2017",3,"Purée de légumes verts"
"27/10/2017",5,"Edam"
"27/10/2017",6,"Banane"
"30/10/2017",1,"Rillettes de thon avec citrons et salade"
"30/10/2017",2,"Hachis Parmentier*"
"30/10/2017",3,"Salade verte"
"30/10/2017",6,"Creme dessert chocolat"
"31/10/2017",1,"Choux blancs bio° à la mimolette"
"31/10/2017",2,"Escalope de dinde"
"31/10/2017",3,"Purée de courge ""maison"""
"31/10/2017",6,"Orange"
"02/11/2017",1,"Pamplemousse"
"02/11/2017",2,"Sauté de porc bio aux pruneaux"
"02/11/2017",3,"Carottes bio au cumin "
"02/11/2017",5,"Fromage de chèvre frais"
"02/11/2017",6,"Tarte au citron"
"03/11/2017",1,"Pizza au fromage"
"03/11/2017",2,"Poisson"
"03/11/2017",3,"Epinards à la crème"
"03/11/2017",5,"Camembert"
"03/11/2017",6,"Pomme bio°"
"06/11/2017",1,"Tarte au fromage "
"06/11/2017",2,"Pilon de poulet confit"
"06/11/2017",3,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)"
"06/11/2017",6,"ananas au sirop"
"07/11/2017",1,"Salade de mâche et maïs"
"07/11/2017",2,"Poisson meunière"
"07/11/2017",3,"Ratatouille"
"07/11/2017",6,"Yaourt  fermier  bio°"
"08/11/2017",1,"Salade de lentilles bio (lentilles bio, tomates, concombres)"
"08/11/2017",2,"Rôti de porc au jus°"
"08/11/2017",3,"Haricots verts/haricots beurre"
"08/11/2017",5,"Fromage Chanteneige"
"08/11/2017",6,"Poire"
"09/11/2017",1,"Choux rouges bio au gruyère"
"09/11/2017",2,"Saute de veau bio*"
"09/11/2017",3,"Frites"
"09/11/2017",6,"Crème dessert lait et chocolat"
"10/11/2017",1,"Rillettes de thon avec citrons et salade"
"10/11/2017",2,"Tortilla aux pommes de terre"
"10/11/2017",3,"Poêlée de légumes"
"10/11/2017",5,"Gouda"
"10/11/2017",6,"Pomme bio°"
"13/11/2017",1,"Salade verte au surimi"
"13/11/2017",2,"Lasagnes* napolitaines"
"13/11/2017",6,"Fromage blanc / Coulis de fruits rouges"
"14/11/2017",1,"Demi-pamplemousse"
"14/11/2017",2,"Jambon fumé "
"14/11/2017",3,"Pommes rissolées"
"14/11/2017",6,"Crème dessert vanille"
"15/11/2017",1,"Céleri rémoulade bio"
"15/11/2017",2,"Lieu noir sauce  mouclade"
"15/11/2017",3,"Semoule bio"
"15/11/2017",6,"Yaourt aromatisé"
"16/11/2017",8,"menu depannage "
"17/11/2017",1,"Salade carnaval (mais, tomates, concombres) "
"17/11/2017",2,"Poisson pané"
"17/11/2017",3,"Brocolis"
"17/11/2017",5,"Fromage Belle de Nantes°"
"17/11/2017",6,"Tarte au citron"
"20/11/2017",1,"Pâté bio°"
"20/11/2017",2,"Escalope de dinde"
"20/11/2017",3,"Purée de potimarron bio°"
"20/11/2017",5,"Saint-Paulin "
"20/11/2017",6,"Pomme bio°"
"21/11/2017",1,"Roulé au fromage"
"21/11/2017",2,"Poisson"
"21/11/2017",3,"Poêlée de légumes"
"21/11/2017",6,"Banane"
"22/11/2017",1,"Pamplemousse"
"22/11/2017",2,"Viande de volaille Kebab"
"22/11/2017",3,"Purée d'artichauts "
"22/11/2017",5,"Morbier"
"22/11/2017",6,"Beignet au chocolat"
"23/11/2017",1,"Choux blancs bio° à la mimolette"
"23/11/2017",2,"Sauté de boeuf* bourguignon"
"23/11/2017",3,"Pommes noisettes"
"23/11/2017",6,"Creme dessert caramel bio"
"24/11/2017",1,"Salade de mâche au thon"
"24/11/2017",2,"Galette de soja tomate/basilic et sauce tomate"
"24/11/2017",3,"Haricots verts "
"24/11/2017",6,"Yaourt aux fruits mixés"
"24/11/2017",8,"Ketchup"
"27/11/2017",1,"Betteraves aux dés de gruyère"
"27/11/2017",2,"Sauté de dinde au curry"
"27/11/2017",3,"Céréales gourmandes bio"
"27/11/2017",6,"Clémentines"
"28/11/2017",1,"Potage de légumes"
"28/11/2017",2,"Rôti de boeuf*"
"28/11/2017",3,"Petits pois"
"28/11/2017",5,"Mimolette"
"28/11/2017",6,"Banane"
"29/11/2017",1,"Carottes râpées bio"
"29/11/2017",2,"Paëlla au poisson"
"29/11/2017",5,"Camembert"
"29/11/2017",6,"Orange"
"30/11/2017",1,"Choux rouges bio° à la mimolette"
"30/11/2017",2,"Petits panés de volaille*"
"30/11/2017",3,"Ratatouille"
"30/11/2017",6,"Tarte aux pommes"
"30/11/2017",8,"Lait bio"
"01/12/2017",1,"Oeufs durs à la mayonnaise"
"01/12/2017",2,"Parmentier de poisson  "
"01/12/2017",3,"Salade verte"
"01/12/2017",6,"Flan au chocolat"
"04/12/2017",1,"Demi-pamplemousse"
"04/12/2017",2,"Rôti de dinde au jus"
"04/12/2017",3,"Mogettes"
"04/12/2017",6,"Petits suisses aromatisés"
"05/12/2017",1,"Mâche aux graines de tournesol bio"
"05/12/2017",2,"Lasagnes* napolitaines"
"05/12/2017",6," -"
"05/12/2017",6,"Biscuit Petit Lu"
"06/12/2017",1,"Choux blancs bio° à la mimolette"
"06/12/2017",2,"Tartiflette aux lardons"
"06/12/2017",6,"Ananas"
"07/12/2017",1,"Carottes râpées bio"
"07/12/2017",2,"Sauté de veau° marengo "
"07/12/2017",3,"Gratin de choux fleurs"
"07/12/2017",5,"Fromage Chanteneige"
"07/12/2017",6,"Eclair au chocolat"
"08/12/2017",1,"Crêpe au fromage"
"08/12/2017",2,"Poisson meunière"
"08/12/2017",3,"Petits pois"
"08/12/2017",3,"Epinards à la crème"
"08/12/2017",5,"Fromage Belle de Nantes°"
"08/12/2017",6,"Pomme bio°"
"11/12/2017",1,"Potage au potiron"
"11/12/2017",2,"Saucisses de porc bio"
"11/12/2017",3,"Marmelade de pommes"
"11/12/2017",5,"Camembert"
"11/12/2017",6,"Banane"
"12/12/2017",1,"Salade coleslaw"
"12/12/2017",2,"Cube de poisson à la dieppoise"
"12/12/2017",3,"Pommes vapeur bio"
"12/12/2017",6,"Yaourt  fermier  bio°"
"13/12/2017",1,"Pizza au fromage"
"13/12/2017",2,"Pilon de poulet confit"
"13/12/2017",3,"Carottes"
"13/12/2017",5,"Fromage fondu au chèvre"
"13/12/2017",6,"Clémentines"
"13/12/2017",8,"Ketchup"
"14/12/2017",1,"Endives au thon"
"14/12/2017",2,"Emincé de boeuf* thaï"
"14/12/2017",3,"Riz"
"14/12/2017",6,"Petit suisses aromatisés"
"15/12/2017",1,"Crêpe tomate / mozzarella bio"
"15/12/2017",2,"Omelette bio"
"15/12/2017",3,"Haricots verts/haricots beurre"
"15/12/2017",5,"Edam"
"15/12/2017",6,"Poire"
"18/12/2017",1,"Carottes râpées bio"
"18/12/2017",2,"Raviolis de légumes "
"18/12/2017",6,"Yaourt aromatisé"
"19/12/2017",1,"Mâche au chèvre"
"19/12/2017",2,"Rôti de porc"
"19/12/2017",3,"Ratatouille"
"19/12/2017",6,"Fromage blanc "
"19/12/2017",6,"Biscuit Petit Lu"
"20/12/2017",1,"Macédoine à la mayonnaise"
"20/12/2017",2,"Saute de veau* à la dijonnaise"
"20/12/2017",3,"Pâtes bio et gruyère râpé"
"20/12/2017",5,"Cantal"
"20/12/2017",6,"Poire"
"21/12/2017",1,"Salade océane"
"21/12/2017",2,"Aiguillettes de poulet°"
"21/12/2017",3,"Pommes de terre ""émoticône"""
"21/12/2017",6," -"
"21/12/2017",6,"MUFFIN'S"
"21/12/2017",6,"Chocolat de noel"
"21/12/2017",8,"Jus de pommes"
"22/12/2017",1,"Salade de perles"
"22/12/2017",2,"Poisson meunière"
"22/12/2017",3,"Purée de légumes verts"
"22/12/2017",5,"Crème de gruyère"
"22/12/2017",6,"Pomme bio°"
"26/12/2017",1,"Salade de blé bio, tomates et concombres"
"26/12/2017",2,"Poisson pané"
"26/12/2017",3,"Epinards à la crème"
"26/12/2017",5,"Fromage Chanteneige"
"26/12/2017",6,"Orange"
"27/12/2017",1,"Choux rouges bio et maïs"
"27/12/2017",2,"Haché de poulet*"
"27/12/2017",3,"Carottes a la crême"
"27/12/2017",5,"Camembert"
"27/12/2017",6,"Banane"
"28/12/2017",1,"Salade douceur + queues de crevettes + mayonnaise"
"28/12/2017",2,"Saute de canard sauce À l'orange"
"28/12/2017",3,"Pommes Duchesse"
"28/12/2017",5,"Saint-Nectaire"
"28/12/2017",6,"Choux patissiers"
"28/12/2017",6,"Chocolat de noel"
"29/12/2017",1,"Salade verte / demi-oeuf bio"
"29/12/2017",2,"Dhal de lentilles bio°"
"29/12/2017",3,"Riz"
"29/12/2017",6,"Yaourt au citron BBC°"
"02/01/2018",1,"Tarte au fromage "
"02/01/2018",2,"Sauté de veau* "
"02/01/2018",3,"Haricots verts/haricots beurre"
"02/01/2018",6,"Clémentines"
"03/01/2018",1,"Salade verte aux dés de gruyère"
"03/01/2018",2,"Rôti de dinde au jus"
"03/01/2018",3,"Petits pois"
"03/01/2018",6,"Fromage blanc / Biscuit"
"03/01/2018",8,"Biscuit"
"04/01/2018",1,"Céleri rémoulade bio"
"04/01/2018",2,"Saucisses de porc bio"
"04/01/2018",3,"Mogettes"
"04/01/2018",6,"Flan caramel"
"05/01/2018",1,"Pamplemousse"
"05/01/2018",2,"Poisson"
"05/01/2018",3,"Pommes vapeur bio"
"05/01/2018",5,"Saint-Paulin "
"05/01/2018",6,"Pomme bio°"
"08/01/2018",1,"Betteraves"
"08/01/2018",2,"Lasagnes* napolitaines"
"08/01/2018",5,"Camembert"
"08/01/2018",6,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)"
"09/01/2018",1,"Choux rouges bio° / demi-oeuf "
"09/01/2018",2,"Petits panés de volaille*"
"09/01/2018",3,"Purée de courge ""maison"""
"09/01/2018",6,"Flan au chocolat"
"10/01/2018",1,"Endives à la mimolette"
"10/01/2018",2,"Sauté de porc BBC°"
"10/01/2018",3,"Lentilles bio"
"10/01/2018",6,"Kiwi bio°"
"11/01/2018",1,"Salade verte aux noix"
"11/01/2018",2,"sauce au poivre"
"11/01/2018",2,"Rôti de boeuf*"
"11/01/2018",3,"Gratinée de légumes (pdt, carottes, brocolis)"
"11/01/2018",6," -"
"11/01/2018",6,"Galette des rois "
"12/01/2018",1,"Pizza au fromage"
"12/01/2018",2,"Poisson au curry"
"12/01/2018",3,"Epinards à la crème"
"12/01/2018",5,"Fromage Belle de Nantes°"
"12/01/2018",6,"Poire"
"15/01/2018",1,"Roulé au fromage"
"15/01/2018",2,"Jambon fumé"
"15/01/2018",3,"Petits pois"
"15/01/2018",5,"Gouda"
"15/01/2018",6,"Pomme bio°"
"16/01/2018",1,"Salade coleslaw"
"16/01/2018",2,"Parmentier de poisson  "
"16/01/2018",3,"Salade verte"
"16/01/2018",6,"Yaourt aux fruits mixés"
"17/01/2018",1,"Salade de pâtes Napoli"
"17/01/2018",2,"Emince de poulet cuit bbc"
"17/01/2018",2,"Jus de volaille menu"
"17/01/2018",3,"Ratatouille"
"17/01/2018",5,"Saint-Nectaire"
"17/01/2018",6,"Orange"
"18/01/2018",1,"Carottes râpées bio"
"18/01/2018",2,"Blanquette de veau*"
"18/01/2018",3,"Riz"
"18/01/2018",6,"Petits suisses aromatisés"
"19/01/2018",1,"Taboulé"
"19/01/2018",2,"Omelette bio"
"19/01/2018",3,"Gratin de choux fleurs"
"19/01/2018",5,"Tomme noire"
"19/01/2018",6,"Clémentines"
"22/01/2018",1,"Demi-pamplemousse"
"22/01/2018",2,"Pâtes à la bolognaise° et gruyère râpé"
"22/01/2018",6,"Crème dessert caramel"
"23/01/2018",1,"Salade verte au thon"
"23/01/2018",2,"Tartiflette aux lardons"
"23/01/2018",6,"Yaourt  fermier  bio°"
"24/01/2018",1,"Céleri rémoulade bio"
"24/01/2018",2,"Sauté de veau* à la basquaise"
"24/01/2018",3,"Riz"
"24/01/2018",6,"Yaourt aromatisé"
"25/01/2018",0,"croûtons"
"25/01/2018",1,"Potage de légumes"
"25/01/2018",2,"Emincé de dinde"
"25/01/2018",3,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)"
"25/01/2018",5,"Edam"
"25/01/2018",6,"Banane"
"26/01/2018",1,"Choux rouges bio° à la mimolette"
"26/01/2018",2,"Filet de lieu sauce du Perray"
"26/01/2018",3,"Purée de légumes verts"
"26/01/2018",5,"Morbier"
"26/01/2018",6,"Eclair au chocolat"
"29/01/2018",1,"Tarte au fromage "
"29/01/2018",2,"Poulet fermier d'Ancenis"
"29/01/2018",3,"Petits pois"
"29/01/2018",5,"Cantal"
"29/01/2018",6,"Ananas"
"30/01/2018",1,"Salade de pâtes Napoli"
"30/01/2018",2,"Poisson pané"
"30/01/2018",3,"Purée de carottes et potiron"
"30/01/2018",5,"Camembert"
"30/01/2018",6,"Poire"
"31/01/2018",1,"Pamplemousse"
"31/01/2018",2,"Merguez de volaille "
"31/01/2018",3,"Gratin de choux fleurs"
"31/01/2018",5,"Fromage Chanteneige"
"31/01/2018",6,"Tarte grillée aux abricots"
"01/02/2018",1,"Choux blancs bio° à la mimolette"
"01/02/2018",2,"Rôti de boeuf*"
"01/02/2018",3,"Pommes noisettes"
"01/02/2018",6,"Crème dessert vanille"
"02/02/2018",1,"Oeuf dur bio° / mayonnaise"
"02/02/2018",2,"Poisson"
"02/02/2018",3,"Semoule bio valencienne"
"02/02/2018",6,"Crêpe au sucre"
"02/02/2018",8,"Lait bio"
"05/02/2018",1,"Salade douceur au gruyère"
"05/02/2018",2,"Pilon de poulet confit"
"05/02/2018",3,"Haricots verts/haricots beurre"
"05/02/2018",6,"Fondant au chocolat"
"06/02/2018",1,"Dés de betteraves et maïs"
"06/02/2018",2,"Emincé de boeuf* thaï"
"06/02/2018",3,"Galettes de légumes"
"06/02/2018",6,"Yaourt au citron BBC°"
"07/02/2018",1,"Macédoine à la mayonnaise"
"07/02/2018",2,"Dos de lieu sauce verdurette"
"07/02/2018",3,"Riz"
"07/02/2018",5,"Fromage Le Mouillotin"
"07/02/2018",6,"Kiwi bio°"
"08/02/2018",1,"Salade de douceur au surimi"
"08/02/2018",2,"Jambon fumé"
"08/02/2018",3,"Lentilles bio"
"08/02/2018",6,"Flan caramel"
"09/02/2018",1,"Carottes râpées bio"
"09/02/2018",2,"Galette de soja  tomate / basilic et sauce tomate"
"09/02/2018",3,"Riz  sarrasin bio°"
"09/02/2018",5,"Edam"
"09/02/2018",6,"Crème dessert vanille"
"09/02/2018",6,"Pomme bio°"
"12/02/2018",1,"Salade verte au thon"
"12/02/2018",2,"Boulettes de boeuf* sauce strogonoff"
"12/02/2018",3,"Gratin dauphinois"
"12/02/2018",6,"Yaourt aromatisé"
"13/02/2018",1,"Crêpe au fromage"
"13/02/2018",2,"Haché de poulet*"
"13/02/2018",3,"Pommes noisettes"
"13/02/2018",5,"Fromage bio"
"13/02/2018",6,"Pomme bio°"
"14/02/2018",1,"Mâche au chèvre"
"14/02/2018",2,"Viande de volaille Kebab"
"14/02/2018",3,"Flageolets"
"14/02/2018",6,"Banane"
"15/02/2018",1,"Choux blancs bio° à la mimolette"
"15/02/2018",2,"Raviolis de légumes "
"15/02/2018",3,"Salade verte"
"15/02/2018",6,"Tarte aux pommes"
"16/02/2018",1,"Nems aux légumes, avec sauce et salade verte"
"16/02/2018",2,"Sauce aigre douce"
"16/02/2018",2,"Aiguillettes de colin façon tempura"
"16/02/2018",3,"Riz  cantonais "
"16/02/2018",6,"Salade de fruits au sirop"
"19/02/2018",0,"Potage tomate/vermicelle"
"19/02/2018",2,"Paëlla au poisson"
"19/02/2018",5,"Edam"
"19/02/2018",6,"Pomme bio°"
"20/02/2018",1,"Salade verte aux dés de chèvre "
"20/02/2018",2,"Rôti de porc"
"20/02/2018",3,"Purée de potimarron bio°"
"20/02/2018",6,"Creme dessert chocolat"
"21/02/2018",1,"Betteraves"
"21/02/2018",2,"Poisson meunière"
"21/02/2018",3,"Gratin dauphinois"
"21/02/2018",5,"Tomme blanche"
"21/02/2018",6,"Poire"
"22/02/2018",1,"Bâtonnets de carottes bio° sauce crème"
"22/02/2018",2,"Saute de veau bio*° au citron"
"22/02/2018",3,"Frites"
"22/02/2018",6,"Yaourt  fermier  bio°"
"23/02/2018",1,"Salade de blé bio ( blé bio, mais, tomates )"
"23/02/2018",2,"Galette de soja tomate/basilic et sauce tomate"
"23/02/2018",3,"Courgettes à la tomate"
"23/02/2018",6,"Kiwi bio°"
"26/02/2018",1,"Pamplemousse"
"26/02/2018",2,"Chili con carné * / Riz"
"26/02/2018",6,"Crème dessert caramel"
"27/02/2018",1,"Salade verte aux noix"
"27/02/2018",2,"Rôti de porc"
"27/02/2018",3,"Mogettes"
"27/02/2018",6,"Fromage blanc / miel"
"28/02/2018",1,"Choux rouges bio au gruyère"
"28/02/2018",2,"Saute de veau* à la dijonnaise"
"28/02/2018",3,"Pommes rissolées"
"28/02/2018",6,"Yaourt aromatisé"
"01/03/2018",1,"Salade de pâtes Napoli"
"01/03/2018",2,"Poulet fermier"
"01/03/2018",3,"Carottes bio au cumin "
"01/03/2018",5,"Fromage fondu au chèvre"
"01/03/2018",6,"Banane"
"02/03/2018",1,"Macédoine à la mayonnaise"
"02/03/2018",2,"Poisson pané"
"02/03/2018",3,"Courgettes à la tomate"
"02/03/2018",5,"Edam"
"02/03/2018",6,"Tarte au citron"
"05/03/2018",1,"Taboulé"
"05/03/2018",2,"Emincé de dinde"
"05/03/2018",3,"Haricots verts/haricots beurre"
"05/03/2018",5,"Camembert"
"05/03/2018",6,"Orange"
"06/03/2018",1,"Roulé au fromage"
"06/03/2018",2,"Filet de poisson sauce safran"
"06/03/2018",3,"Brocolis"
"06/03/2018",5,"Gouda"
"06/03/2018",6,"Kiwi bio°"
"07/03/2018",1,"Concombres sauce crème"
"07/03/2018",2,"Saucisses de porc bio"
"07/03/2018",3,"Marmelade de pommes"
"07/03/2018",5,"Emmental"
"07/03/2018",6,"Eclair au chocolat"
"08/03/2018",1,"Carottes râpées bio"
"08/03/2018",2,"Rôti de boeuf*"
"08/03/2018",3,"Gratin dauphinois"
"08/03/2018",6,"Flan caramel"
"09/03/2018",1,"Oeuf dur bio° / mayonnaise"
"09/03/2018",2,"Galette de soja  tomate / basilic et sauce tomate"
"09/03/2018",3,"Lentilles bio"
"09/03/2018",6,"Petit suisses aromatisés"
"12/03/2018",1,"Betteraves"
"12/03/2018",2,"Petits panés de volaille*"
"12/03/2018",3,"Ratatouille"
"12/03/2018",6,"Madeleine"
"12/03/2018",6,"Yaourt  fermier  bio°"
"13/03/2018",1,"Salade de blé bio à la mimolette (blé bio, tomate, mimolette"
"13/03/2018",2,"Poisson pané"
"13/03/2018",3,"Purée de légumes verts"
"13/03/2018",6,"Compote de pommes / biscuit"
"14/03/2018",1,"Céleri rémoulade bio"
"14/03/2018",2,"Sauté de boeuf* fermier"
"14/03/2018",3,"Riz"
"14/03/2018",5,"Tomme noire"
"14/03/2018",6,"Compote pomme et framboise"
"15/03/2018",1,"Endives au thon"
"15/03/2018",2,"Timbale de pâtes aux lardons "
"15/03/2018",6,"Crème dessert vanille"
"16/03/2018",1,"Choux rouges bio° à la mimolette"
"16/03/2018",2,"Filet de lieu au beurre blanc"
"16/03/2018",3,"Pomme de terre vapeur"
"16/03/2018",5,"Chèvre"
"16/03/2018",6,"Orange"
"19/03/2018",1,"Mäche au gruyère"
"19/03/2018",2,"Boulettes de boeuf* sauce barbecue"
"19/03/2018",3,"Semoule bio"
"19/03/2018",6,"Ananas"
"20/03/2018",1,"Carottes râpées bio"
"20/03/2018",2,"Pilon de poulet confit"
"20/03/2018",3,"Gratin dauphinois"
"20/03/2018",6,"Yaourt aromatisé"
"21/03/2018",1,"Rillettes de thon avec citrons et salade"
"21/03/2018",2,"Saucisses de porc bio"
"21/03/2018",3,"Mogettes"
"21/03/2018",5,"Fromage bio"
"21/03/2018",6,"Pomme bio°"
"22/03/2018",8,"menu depannage "
"23/03/2018",1,"Tarte au fromage "
"23/03/2018",2,"Lieu sauce au curry"
"23/03/2018",3,"Poêlée de légumes"
"23/03/2018",5,"Camembert"
"23/03/2018",6,"Kiwi bio°"
"26/03/2018",1,"Pizza au fromage"
"26/03/2018",2,"Jambon fumé"
"26/03/2018",3,"Petits pois"
"26/03/2018",5,"Edam"
"26/03/2018",6,"Pomme bio°"
"27/03/2018",1,"Oeufs durs à la mayonnaise"
"27/03/2018",2,"Parmentier de poisson  "
"27/03/2018",3,"Salade verte"
"27/03/2018",6," -"
"27/03/2018",8,"Biscuit"
"28/03/2018",1,"Crêpe au fromage"
"28/03/2018",2,"Galette de soja  tomate / basilic et sauce tomate"
"28/03/2018",3,"Haricots verts/haricots beurre"
"28/03/2018",5,"Saint-Nectaire"
"28/03/2018",6,"Kiwi bio°"
"29/03/2018",1,"Choux blancs bio° à la mimolette"
"29/03/2018",2,"Blanquette de veau*"
"29/03/2018",3,"Riz"
"29/03/2018",6,"Petit suisses aromatisés"
"30/03/2018",1,"Taboulé"
"30/03/2018",2,"Tortilla aux pommes de terre"
"30/03/2018",3,"Courgettes à la tomate"
"30/03/2018",5,"Fromage Chanteneige"
"30/03/2018",6,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)"
"03/04/2018",1,"Salade verte aux graines de tournesol"
"03/04/2018",2,"Lasagnes* napolitaines"
"03/04/2018",6,"Crème dessert caramel"
"04/04/2018",1,"Pamplemousse"
"04/04/2018",2,"Escalope de dinde sauce chasseur"
"04/04/2018",3,"Pommes noisettes"
"04/04/2018",6,"Yaourt aux fruits mixés"
"05/04/2018",1,"Tarte au fromage "
"05/04/2018",2,"Rôti de dinde au jus"
"05/04/2018",3,"Marmelade de pommes"
"05/04/2018",5,"Saint-Paulin "
"05/04/2018",6,"Banane"
"06/04/2018",1,"Gaspacho"
"06/04/2018",2,"Poisson filet meuniere (surgele + arrondi en frais)"
"06/04/2018",3,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)"
"06/04/2018",5,"Cantal"
"06/04/2018",6,"Eclair au chocolat"
"09/04/2018",1,"Salade de pâtes Napoli"
"09/04/2018",2,"Petits panés de volaille*"
"09/04/2018",3,"Haricots verts/haricots beurre"
"09/04/2018",5,"Camembert"
"09/04/2018",6,"Orange"
"10/04/2018",1,"Crêpe tomate / mozzarella bio"
"10/04/2018",2,"Filet de poisson aux petits légumes"
"10/04/2018",3,"Epinards à la crème"
"10/04/2018",5,"Gouda"
"10/04/2018",6,"Ananas"
"11/04/2018",1,"Salade verte au surimi"
"11/04/2018",2,"Sauté de porc bio aux pruneaux"
"11/04/2018",3,"Petits pois"
"11/04/2018",6,"Beignet au chocolat"
"11/04/2018",8,"Lait bio"
"12/04/2018",1,"Concombres sauce crème"
"12/04/2018",2,"Rôti de boeuf*"
"12/04/2018",3,"Frites"
"12/04/2018",6,"Crème dessert caramel"
"13/04/2018",1,"Choux blancs bio° à la mimolette"
"13/04/2018",2,"Galette de soja  tomate / basilic et sauce tomate"
"13/04/2018",3,"Pâtes semi-complètes bio"
"13/04/2018",6,"Petits suisses aromatisés"
"16/04/2018",1,"Radis bio"
"16/04/2018",2,"Poulet fermier d'Ancenis"
"16/04/2018",3,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)"
"16/04/2018",6,"Fondant au chocolat"
"16/04/2018",8,"Lait bio"
"17/04/2018",1,"Roulé au fromage"
"17/04/2018",2,"Emincé de boeuf* thaï"
"17/04/2018",3,"Galettes de légumes"
"17/04/2018",5,"Tomme blanche"
"17/04/2018",6,"Banane"
"18/04/2018",1,"Choux rouges bio° / demi-oeuf "
"18/04/2018",2,"Paëlla au poisson"
"18/04/2018",5,"Morbier"
"18/04/2018",6,"Salade de fruits au sirop"
"19/04/2018",8,"menu depannage "
"20/04/2018",1,"Céleri rémoulade bio"
"20/04/2018",2,"Filet de lieu sauce niçoise"
"20/04/2018",3,"Pommes rissolées"
"20/04/2018",5,"Fleur d'Anjou bio°"
"20/04/2018",6,"Kiwi bio°"
"23/04/2018",1,"Salade verte aux dés de gruyère"
"23/04/2018",2,"Rôti de porc au jus°"
"23/04/2018",3,"Pâtes bio et gruyère râpé"
"23/04/2018",6,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)"
"24/04/2018",1,"Carottes râpées bio"
"24/04/2018",2,"Hachis Parmentier*"
"24/04/2018",6,"Yaourt  fermier  bio°"
"25/04/2018",1,"Concombres"
"25/04/2018",2,"Jambon fumé"
"25/04/2018",3,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)"
"25/04/2018",5,"Camembert"
"25/04/2018",6,"Banane"
"26/04/2018",1,"Salade de tomates"
"26/04/2018",2,"Rôti de boeuf*"
"26/04/2018",3,"Petits pois"
"26/04/2018",5,"Fromage de chèvre frais"
"26/04/2018",6,"Tarte aux pommes"
"27/04/2018",1,"Gaspacho"
"27/04/2018",2,"Chili de légumes au tofu bio riz"
"27/04/2018",5,"Saint-Paulin "
"27/04/2018",6,"Fraises"
"30/04/2018",1,"Crêpe au fromage"
"30/04/2018",2,"Poisson sauce normande"
"30/04/2018",3,"Carottes au cumin"
"30/04/2018",5,"Tomme noire"
"30/04/2018",6,"Cocktail de fruits au sirop"
"02/05/2018",1,"Salade verte aux dés de gruyère"
"02/05/2018",2,"Filet de poulet aux épices"
"02/05/2018",3,"Pâtes semi-complètes bio"
"02/05/2018",6,"Compote"
"03/05/2018",1,"Radis bio"
"03/05/2018",2,"Sauté de boeuf* fermier"
"03/05/2018",3,"Pommes rissolées"
"03/05/2018",6,"Yaourt aromatisé"
"04/05/2018",1,"Salade de perles bio (perles bio, betteraves, maïs)"
"04/05/2018",2,"Tortilla aux pommes de terre"
"04/05/2018",3,"Courgettes à la béchamel"
"04/05/2018",5,"Cantal"
"04/05/2018",6,"Kiwi bio°"
"07/05/2018",1,"Melon"
"07/05/2018",2,"Boulettes de boeuf*"
"07/05/2018",3,"Semoule bio aux raisons et amandes"
"07/05/2018",6,"Madeleine"
"07/05/2018",6,"Yaourt nature"
"09/05/2018",1,"Betteraves"
"09/05/2018",2,"Filet de poisson aux petits légumes"
"09/05/2018",3,"Gratin de choux fleurs"
"09/05/2018",6,"Eclair au chocolat"
"09/05/2018",8,"Lait bio"
"14/05/2018",1,"Betteraves"
"14/05/2018",2,"Lasagnes* napolitaines"
"14/05/2018",6,"Fromage blanc / Coulis de fruits rouges"
"15/05/2018",1,"Radis bio"
"15/05/2018",2,"Poisson meunière"
"15/05/2018",3,"Gratinée de légumes (pdt, carottes, brocolis)"
"15/05/2018",5,"Gouda"
"15/05/2018",6,"Cocktail de fruits au sirop"
"16/05/2018",1,"Céleri rémoulade bio"
"16/05/2018",2,"Rôti de porc"
"16/05/2018",3,"Marmelade de pommes"
"16/05/2018",5,"Fromage Chanteneige"
