"","date","menu"
"2847",2013-12-24,"Taboulé"
"2848",2013-12-24,"Omelette"
"2849",2013-12-24,"epinards"
"2850",2013-12-24,"Crème de gruyère"
"2851",2013-12-24,"Banane"
"2852",2013-12-26,"REPAS DE NOEL"
"2853",2013-12-26,"brochette de crevettes"
"2854",2013-12-26,"mache tom cerises"
"2855",2013-12-26,"Sauté de canard"
"2856",2013-12-26,"sauce aux poivres verts"
"2857",2013-12-26,"Pommes duchesse"
"2858",2013-12-26,"Gateau au chocolat et"
"2859",2013-12-26,"crème anglaise"
"2860",2013-12-27,"Choux rouges bio"
"2861",2013-12-27,"Poisson au beurre blanc"
"2862",2013-12-27,"Riz"
"2863",2013-12-27,"Suisses aromatisés"
"2864",2013-12-30,"Demi-pamplemousse"
"2865",2013-12-30,"Filet de poule au jus"
"2866",2013-12-30,"escalope si manque"
"2867",2013-12-30,"Haricots verts"
"2868",2013-12-30,"Eclair"
"2869",2013-12-30,"Lait bio"
"2870",2013-12-31,"Salade verte / demi-œuf"
