week,indicator,inc,inc_low,inc_up,inc100,inc100_low,inc100_up,geo_insee,geo_name
201107,3,2366,0,4787,70,0,142,28,NORMANDIE
201107,3,3661,1374,5948,102,38,166,52,PAYS-DE-LA-LOIRE
201107,3,16801,11303,22299,340,229,451,93,PROVENCE-ALPES-COTE-D-AZUR
201106,3,21189,16635,25743,376,295,457,44,GRAND EST
201106,3,25618,19893,31343,442,343,541,75,NOUVELLE-AQUITAINE
201106,3,49673,42494,56852,654,560,748,84,AUVERGNE-RHONE-ALPES
201106,3,5110,3195,7025,177,110,244,27,BOURGOGNE-FRANCHE-COMTE
201106,3,7043,4847,9239,219,151,287,53,BRETAGNE
201106,3,7565,5104,10026,291,196,386,24,CENTRE-VAL-DE-LOIRE
201106,3,1234,661,1807,405,217,593,94,CORSE
201106,3,19211,12236,26186,164,105,223,11,ILE-DE-FRANCE
201106,3,19162,13844,24480,348,251,445,76,OCCITANIE
201106,3,6192,2597,9787,103,43,163,32,HAUTS-DE-FRANCE
201106,3,2412,0,4882,72,0,145,28,NORMANDIE
201106,3,7451,0,15312,208,0,427,52,PAYS-DE-LA-LOIRE
201106,3,23248,17582,28914,470,355,585,93,PROVENCE-ALPES-COTE-D-AZUR
201105,3,28257,22836,33678,502,406,598,44,GRAND EST
201105,3,30965,24550,37380,535,424,646,75,NOUVELLE-AQUITAINE
201105,3,64449,55886,73012,848,735,961,84,AUVERGNE-RHONE-ALPES
201105,3,8657,6357,10957,301,221,381,27,BOURGOGNE-FRANCHE-COMTE
201105,3,12776,9956,15596,397,309,485,53,BRETAGNE
201105,3,11018,8271,13765,424,318,530,24,CENTRE-VAL-DE-LOIRE
201105,3,1778,1073,2483,584,352,816,94,CORSE
201105,3,22763,15537,29989,194,132,256,11,ILE-DE-FRANCE
201105,3,25246,18827,31665,459,342,576,76,OCCITANIE
201105,3,18455,11997,24913,306,199,413,32,HAUTS-DE-FRANCE
201105,3,2627,619,4635,78,18,138,28,NORMANDIE
201105,3,9182,4592,13772,256,128,384,52,PAYS-DE-LA-LOIRE
201105,3,27645,21804,33486,559,441,677,93,PROVENCE-ALPES-COTE-D-AZUR
201104,3,23814,18800,28828,423,334,512,44,GRAND EST
201104,3,30988,24306,37670,535,420,650,75,NOUVELLE-AQUITAINE
201104,3,67686,58231,77141,891,767,1015,84,AUVERGNE-RHONE-ALPES
201104,3,7713,5462,9964,268,190,346,27,BOURGOGNE-FRANCHE-COMTE
201104,3,13831,10995,16667,430,342,518,53,BRETAGNE
201104,3,11211,8490,13932,432,327,537,24,CENTRE-VAL-DE-LOIRE
201104,3,3967,3101,4833,1303,1019,1587,94,CORSE
201104,3,26865,18986,34744,229,162,296,11,ILE-DE-FRANCE
201104,3,35901,27658,44144,652,502,802,76,OCCITANIE
201104,3,29912,20429,39395,495,338,652,32,HAUTS-DE-FRANCE
201104,3,4531,1573,7489,135,47,223,28,NORMANDIE
201104,3,2880,966,4794,80,27,133,52,PAYS-DE-LA-LOIRE
201104,3,27119,21273,32965,548,430,666,93,PROVENCE-ALPES-COTE-D-AZUR
201103,3,18002,14114,21890,320,251,389,44,GRAND EST
201103,3,22076,16663,27489,381,288,474,75,NOUVELLE-AQUITAINE
201103,3,49182,41587,56777,647,547,747,84,AUVERGNE-RHONE-ALPES
201103,3,5051,3125,6977,175,108,242,27,BOURGOGNE-FRANCHE-COMTE
201103,3,13763,10831,16695,427,336,518,53,BRETAGNE
201103,3,16977,13593,20361,653,523,783,24,CENTRE-VAL-DE-LOIRE
201103,3,2890,2327,3453,949,764,1134,94,CORSE
201103,3,27224,19142,35306,232,163,301,11,ILE-DE-FRANCE
201103,3,31206,22395,40017,567,407,727,76,OCCITANIE
201103,3,43143,32975,53311,714,546,882,32,HAUTS-DE-FRANCE
201103,3,7720,3323,12117,230,99,361,28,NORMANDIE
201103,3,7200,4010,10390,201,112,290,52,PAYS-DE-LA-LOIRE
201103,3,24247,18792,29702,490,380,600,93,PROVENCE-ALPES-COTE-D-AZUR
201102,3,17034,13241,20827,302,235,369,44,GRAND EST
201102,3,24861,19116,30606,429,330,528,75,NOUVELLE-AQUITAINE
201102,3,35299,29351,41247,465,387,543,84,AUVERGNE-RHONE-ALPES
201102,3,6423,3765,9081,223,131,315,27,BOURGOGNE-FRANCHE-COMTE
201102,3,17394,14178,20610,540,440,640,53,BRETAGNE
201102,3,17082,13760,20404,657,529,785,24,CENTRE-VAL-DE-LOIRE
201102,3,1568,1095,2041,515,360,670,94,CORSE
201102,3,36451,27268,45634,310,232,388,11,ILE-DE-FRANCE
201102,3,19871,14655,25087,361,266,456,76,OCCITANIE
201102,3,72230,59186,85274,1196,980,1412,32,HAUTS-DE-FRANCE
201102,3,11087,6677,15497,330,199,461,28,NORMANDIE
201102,3,10505,6149,14861,293,171,415,52,PAYS-DE-LA-LOIRE
201102,3,19053,14247,23859,385,288,482,93,PROVENCE-ALPES-COTE-D-AZUR
201101,3,14965,11176,18754,266,199,333,44,GRAND EST
201101,3,23156,17219,29093,400,298,502,75,NOUVELLE-AQUITAINE
201101,3,31891,26219,37563,420,345,495,84,AUVERGNE-RHONE-ALPES
201101,3,5687,3956,7418,197,137,257,27,BOURGOGNE-FRANCHE-COMTE
201101,3,15890,12880,18900,494,401,587,53,BRETAGNE
201101,3,13137,10181,16093,506,392,620,24,CENTRE-VAL-DE-LOIRE
201101,3,1092,732,1452,359,241,477,94,CORSE
201101,3,58258,46652,69864,496,397,595,11,ILE-DE-FRANCE
201101,3,13162,9044,17280,239,164,314,76,OCCITANIE
201101,3,72009,57505,86513,1192,952,1432,32,HAUTS-DE-FRANCE
201101,3,11873,7422,16324,353,221,485,28,NORMANDIE
201101,3,12342,7824,16860,344,218,470,52,PAYS-DE-LA-LOIRE
201101,3,14916,10675,19157,302,216,388,93,PROVENCE-ALPES-COTE-D-AZUR
201052,3,11295,6368,16222,201,113,289,44,GRAND EST
201052,3,15955,10549,21361,278,184,372,75,NOUVELLE-AQUITAINE
201052,3,19527,13809,25245,259,183,335,84,AUVERGNE-RHONE-ALPES
201052,3,4032,2199,5865,141,77,205,27,BOURGOGNE-FRANCHE-COMTE
201052,3,10138,6929,13347,317,217,417,53,BRETAGNE
201052,3,11651,8533,14769,450,330,570,24,CENTRE-VAL-DE-LOIRE
201052,3,718,386,1050,240,129,351,94,CORSE
201052,3,54359,41776,66942,466,358,574,11,ILE-DE-FRANCE
201052,3,10258,6235,14281,188,114,262,76,OCCITANIE
201052,3,27803,19377,36229,461,321,601,32,HAUTS-DE-FRANCE
201052,3,8909,5473,12345,266,164,368,28,NORMANDIE
201052,3,14465,9463,19467,407,266,548,52,PAYS-DE-LA-LOIRE
201052,3,9685,5836,13534,198,119,277,93,PROVENCE-ALPES-COTE-D-AZUR
201051,3,6124,3456,8792,109,62,156,44,GRAND EST
201051,3,13056,8235,17877,227,143,311,75,NOUVELLE-AQUITAINE
201051,3,12234,8477,15991,162,112,212,84,AUVERGNE-RHONE-ALPES
201051,3,4668,2776,6560,163,97,229,27,BOURGOGNE-FRANCHE-COMTE
201051,3,8610,6076,11144,270,191,349,53,BRETAGNE
201051,3,8664,4849,12479,334,187,481,24,CENTRE-VAL-DE-LOIRE
201051,3,182,55,309,61,19,103,94,CORSE
201051,3,40307,30902,49712,345,264,426,11,ILE-DE-FRANCE
201051,3,4863,1741,7985,89,32,146,76,OCCITANIE
201051,3,19377,12161,26593,321,201,441,32,HAUTS-DE-FRANCE
201051,3,9603,3012,16194,286,89,483,28,NORMANDIE
201051,3,7028,3873,10183,198,109,287,52,PAYS-DE-LA-LOIRE
201051,3,5542,2611,8473,113,53,173,93,PROVENCE-ALPES-COTE-D-AZUR
201050,3,3169,1294,5044,56,23,89,44,GRAND EST
201050,3,7856,4425,11287,137,77,197,75,NOUVELLE-AQUITAINE
201050,3,5598,3233,7963,74,43,105,84,AUVERGNE-RHONE-ALPES
201050,3,2300,1231,3369,80,43,117,27,BOURGOGNE-FRANCHE-COMTE
201050,3,4230,2625,5835,132,82,182,53,BRETAGNE
201050,3,5109,2408,7810,197,93,301,24,CENTRE-VAL-DE-LOIRE
201050,3,70,0,185,23,0,61,94,CORSE
201050,3,31657,24337,38977,271,208,334,11,ILE-DE-FRANCE
201050,3,1944,321,3567,36,6,66,76,OCCITANIE
201050,3,13355,6370,20340,221,105,337,32,HAUTS-DE-FRANCE
201050,3,8580,4371,12789,256,130,382,28,NORMANDIE
201050,3,5051,2467,7635,142,69,215,52,PAYS-DE-LA-LOIRE
201050,3,2592,804,4380,53,16,90,93,PROVENCE-ALPES-COTE-D-AZUR
201049,3,3288,1469,5107,59,27,91,44,GRAND EST
201049,3,2659,956,4362,46,16,76,75,NOUVELLE-AQUITAINE
201049,3,3659,1566,5752,48,20,76,84,AUVERGNE-RHONE-ALPES
201049,3,2732,1549,3915,95,54,136,27,BOURGOGNE-FRANCHE-COMTE
201049,3,2150,996,3304,67,31,103,53,BRETAGNE
201049,3,394,0,910,15,0,35,24,CENTRE-VAL-DE-LOIRE
201049,3,113,0,275,38,0,92,94,CORSE
201049,3,20445,14886,26004,175,127,223,11,ILE-DE-FRANCE
201049,3,4251,1079,7423,78,20,136,76,OCCITANIE
201049,3,2744,0,5992,45,0,99,32,HAUTS-DE-FRANCE
201049,3,3603,379,6827,107,11,203,28,NORMANDIE
201049,3,2257,420,4094,64,12,116,52,PAYS-DE-LA-LOIRE
201049,3,3547,1607,5487,72,32,112,93,PROVENCE-ALPES-COTE-D-AZUR
201048,3,2124,759,3489,38,14,62,44,GRAND EST
201048,3,2653,317,4989,46,5,87,75,NOUVELLE-AQUITAINE
201048,3,3036,1148,4924,40,15,65,84,AUVERGNE-RHONE-ALPES
201048,3,1136,358,1914,40,13,67,27,BOURGOGNE-FRANCHE-COMTE
201048,3,1563,611,2515,49,19,79,53,BRETAGNE
201048,3,334,0,797,13,0,31,24,CENTRE-VAL-DE-LOIRE
201048,3,103,0,231,34,0,77,94,CORSE
201048,3,8864,5501,12227,76,47,105,11,ILE-DE-FRANCE
201048,3,2947,742,5152,54,14,94,76,OCCITANIE
201048,3,4530,342,8718,75,6,144,32,HAUTS-DE-FRANCE
201048,3,766,11,1521,23,0,46,28,NORMANDIE
201048,3,892,0,2005,25,0,56,52,PAYS-DE-LA-LOIRE
201048,3,2489,1055,3923,51,22,80,93,PROVENCE-ALPES-COTE-D-AZUR
201047,3,2001,663,3339,36,12,60,44,GRAND EST
201047,3,1896,51,3741,33,1,65,75,NOUVELLE-AQUITAINE
201047,3,3573,1357,5789,47,18,76,84,AUVERGNE-RHONE-ALPES
201047,3,453,0,1010,16,0,35,27,BOURGOGNE-FRANCHE-COMTE
201047,3,1301,422,2180,41,13,69,53,BRETAGNE
201047,3,80,0,302,3,0,12,24,CENTRE-VAL-DE-LOIRE
201047,3,129,0,270,43,0,90,94,CORSE
201047,3,7189,4085,10293,62,35,89,11,ILE-DE-FRANCE
201047,3,1860,0,3822,34,0,70,76,OCCITANIE
201047,3,2507,11,5003,42,1,83,32,HAUTS-DE-FRANCE
201047,3,610,0,1319,18,0,39,28,NORMANDIE
201047,3,1204,0,2581,34,0,73,52,PAYS-DE-LA-LOIRE
201047,3,1306,186,2426,27,4,50,93,PROVENCE-ALPES-COTE-D-AZUR
201046,3,2657,832,4482,47,15,79,44,GRAND EST
201046,3,525,0,1189,9,0,21,75,NOUVELLE-AQUITAINE
201046,3,1383,169,2597,18,2,34,84,AUVERGNE-RHONE-ALPES
201046,3,484,0,986,17,0,35,27,BOURGOGNE-FRANCHE-COMTE
201046,3,2194,997,3391,69,32,106,53,BRETAGNE
201046,3,504,0,1062,19,0,41,24,CENTRE-VAL-DE-LOIRE
201046,3,22,0,91,7,0,30,94,CORSE
201046,3,2571,611,4531,22,5,39,11,ILE-DE-FRANCE
201046,3,815,0,2079,15,0,38,76,OCCITANIE
201046,3,290,0,939,5,0,16,32,HAUTS-DE-FRANCE
201046,3,1003,0,2191,30,0,65,28,NORMANDIE
201046,3,263,0,819,7,0,23,52,PAYS-DE-LA-LOIRE
201046,3,593,0,1642,12,0,33,93,PROVENCE-ALPES-COTE-D-AZUR
201045,3,1490,0,3005,27,0,54,44,GRAND EST
201045,3,267,0,706,5,0,13,75,NOUVELLE-AQUITAINE
201045,3,1283,197,2369,17,3,31,84,AUVERGNE-RHONE-ALPES
201045,3,44,0,193,2,0,7,27,BOURGOGNE-FRANCHE-COMTE
201045,3,2139,782,3496,67,25,109,53,BRETAGNE
201045,3,138,0,429,5,0,16,24,CENTRE-VAL-DE-LOIRE
201045,3,0,0,0,0,0,0,94,CORSE
201045,3,737,0,1753,6,0,15,11,ILE-DE-FRANCE
201045,3,1172,0,2811,22,0,52,76,OCCITANIE
201045,3,69,0,303,1,0,5,32,HAUTS-DE-FRANCE
201045,3,161,0,538,5,0,16,28,NORMANDIE
201045,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
201045,3,896,0,2318,18,0,47,93,PROVENCE-ALPES-COTE-D-AZUR
201044,3,1001,28,1974,18,1,35,44,GRAND EST
201044,3,1432,109,2755,25,2,48,75,NOUVELLE-AQUITAINE
201044,3,830,0,1688,11,0,22,84,AUVERGNE-RHONE-ALPES
201044,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
201044,3,2280,944,3616,71,29,113,53,BRETAGNE
201044,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
201044,3,71,0,169,24,0,57,94,CORSE
201044,3,2198,0,4409,19,0,38,11,ILE-DE-FRANCE
201044,3,1880,0,4046,35,0,75,76,OCCITANIE
201044,3,1228,0,3800,20,0,63,32,HAUTS-DE-FRANCE
201044,3,598,0,1668,18,0,50,28,NORMANDIE
201044,3,709,0,1745,20,0,49,52,PAYS-DE-LA-LOIRE
201044,3,2209,384,4034,45,8,82,93,PROVENCE-ALPES-COTE-D-AZUR
201043,3,2850,1102,4598,51,20,82,44,GRAND EST
201043,3,786,7,1565,14,0,28,75,NOUVELLE-AQUITAINE
201043,3,2934,1295,4573,39,17,61,84,AUVERGNE-RHONE-ALPES
201043,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
201043,3,1149,240,2058,36,8,64,53,BRETAGNE
201043,3,296,0,826,11,0,31,24,CENTRE-VAL-DE-LOIRE
201043,3,62,0,161,21,0,54,94,CORSE
201043,3,2220,733,3707,19,6,32,11,ILE-DE-FRANCE
201043,3,768,0,2061,14,0,38,76,OCCITANIE
201043,3,951,0,3321,16,0,55,32,HAUTS-DE-FRANCE
201043,3,0,0,0,0,0,0,28,NORMANDIE
201043,3,44,0,271,1,0,7,52,PAYS-DE-LA-LOIRE
201043,3,509,0,1451,10,0,29,93,PROVENCE-ALPES-COTE-D-AZUR
201042,3,3059,951,5167,54,16,92,44,GRAND EST
201042,3,1509,229,2789,26,4,48,75,NOUVELLE-AQUITAINE
201042,3,1972,85,3859,26,1,51,84,AUVERGNE-RHONE-ALPES
201042,3,291,0,812,10,0,28,27,BOURGOGNE-FRANCHE-COMTE
201042,3,1501,480,2522,47,15,79,53,BRETAGNE
201042,3,494,0,1179,19,0,45,24,CENTRE-VAL-DE-LOIRE
201042,3,22,0,84,7,0,28,94,CORSE
201042,3,4479,1242,7716,38,10,66,11,ILE-DE-FRANCE
201042,3,1627,0,3373,30,0,62,76,OCCITANIE
201042,3,1439,0,3756,24,0,62,32,HAUTS-DE-FRANCE
201042,3,342,0,1046,10,0,31,28,NORMANDIE
201042,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
201042,3,943,0,2257,19,0,46,93,PROVENCE-ALPES-COTE-D-AZUR
201041,3,1103,0,2209,20,0,40,44,GRAND EST
201041,3,1679,0,3428,29,0,59,75,NOUVELLE-AQUITAINE
201041,3,4805,2315,7295,64,31,97,84,AUVERGNE-RHONE-ALPES
201041,3,328,0,736,11,0,25,27,BOURGOGNE-FRANCHE-COMTE
201041,3,2090,828,3352,65,25,105,53,BRETAGNE
201041,3,552,0,1301,21,0,50,24,CENTRE-VAL-DE-LOIRE
201041,3,6,0,36,2,0,12,94,CORSE
201041,3,1704,32,3376,15,1,29,11,ILE-DE-FRANCE
201041,3,2624,415,4833,48,7,89,76,OCCITANIE
201041,3,1277,0,3803,21,0,63,32,HAUTS-DE-FRANCE
201041,3,403,0,1161,12,0,35,28,NORMANDIE
201041,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
201041,3,667,0,1857,14,0,38,93,PROVENCE-ALPES-COTE-D-AZUR
201040,3,2053,89,4017,37,2,72,44,GRAND EST
201040,3,1721,177,3265,30,3,57,75,NOUVELLE-AQUITAINE
201040,3,2284,407,4161,30,5,55,84,AUVERGNE-RHONE-ALPES
201040,3,152,0,458,5,0,16,27,BOURGOGNE-FRANCHE-COMTE
201040,3,1299,351,2247,41,11,71,53,BRETAGNE
201040,3,1953,455,3451,75,17,133,24,CENTRE-VAL-DE-LOIRE
201040,3,13,0,47,4,0,15,94,CORSE
201040,3,2528,564,4492,22,5,39,11,ILE-DE-FRANCE
201040,3,1169,247,2091,21,4,38,76,OCCITANIE
201040,3,304,0,1419,5,0,23,32,HAUTS-DE-FRANCE
201040,3,199,0,703,6,0,21,28,NORMANDIE
201040,3,612,0,1461,17,0,41,52,PAYS-DE-LA-LOIRE
201040,3,681,0,1900,14,0,39,93,PROVENCE-ALPES-COTE-D-AZUR
201039,3,668,0,1681,12,0,30,44,GRAND EST
201039,3,1466,24,2908,26,1,51,75,NOUVELLE-AQUITAINE
201039,3,2571,684,4458,34,9,59,84,AUVERGNE-RHONE-ALPES
201039,3,758,0,1526,26,0,53,27,BOURGOGNE-FRANCHE-COMTE
201039,3,1407,442,2372,44,14,74,53,BRETAGNE
201039,3,558,0,1359,22,0,53,24,CENTRE-VAL-DE-LOIRE
201039,3,98,0,235,33,0,79,94,CORSE
201039,3,1734,253,3215,15,2,28,11,ILE-DE-FRANCE
201039,3,1918,0,4586,35,0,84,76,OCCITANIE
201039,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
201039,3,213,0,631,6,0,18,28,NORMANDIE
201039,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
201039,3,400,0,1428,8,0,29,93,PROVENCE-ALPES-COTE-D-AZUR
201038,3,819,0,1835,15,0,33,44,GRAND EST
201038,3,440,0,1018,8,0,18,75,NOUVELLE-AQUITAINE
201038,3,1058,0,2131,14,0,28,84,AUVERGNE-RHONE-ALPES
201038,3,522,0,1164,18,0,40,27,BOURGOGNE-FRANCHE-COMTE
201038,3,1383,409,2357,43,12,74,53,BRETAGNE
201038,3,432,0,1124,17,0,44,24,CENTRE-VAL-DE-LOIRE
201038,3,67,0,170,22,0,57,94,CORSE
201038,3,1915,164,3666,16,1,31,11,ILE-DE-FRANCE
201038,3,0,0,0,0,0,0,76,OCCITANIE
201038,3,1277,0,3779,21,0,62,32,HAUTS-DE-FRANCE
201038,3,0,0,0,0,0,0,28,NORMANDIE
201038,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
201038,3,696,0,1958,14,0,40,93,PROVENCE-ALPES-COTE-D-AZUR
201037,3,836,0,1864,15,0,33,44,GRAND EST
201037,3,88,0,300,2,0,6,75,NOUVELLE-AQUITAINE
201037,3,243,0,573,3,0,7,84,AUVERGNE-RHONE-ALPES
201037,3,565,0,1221,20,0,43,27,BOURGOGNE-FRANCHE-COMTE
201037,3,934,194,1674,29,6,52,53,BRETAGNE
201037,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
201037,3,13,0,68,4,0,22,94,CORSE
201037,3,820,0,1877,7,0,16,11,ILE-DE-FRANCE
201037,3,44,0,200,1,0,4,76,OCCITANIE
201037,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
201037,3,0,0,0,0,0,0,28,NORMANDIE
201037,3,624,0,2202,18,0,62,52,PAYS-DE-LA-LOIRE
201037,3,235,0,963,5,0,20,93,PROVENCE-ALPES-COTE-D-AZUR
201036,3,1184,0,2530,21,0,45,44,GRAND EST
201036,3,0,0,0,0,0,0,75,NOUVELLE-AQUITAINE
201036,3,189,0,542,3,0,8,84,AUVERGNE-RHONE-ALPES
201036,3,185,0,521,6,0,18,27,BOURGOGNE-FRANCHE-COMTE
201036,3,189,0,560,6,0,18,53,BRETAGNE
201036,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
201036,3,14,0,51,5,0,17,94,CORSE
201036,3,806,9,1603,7,0,14,11,ILE-DE-FRANCE
201036,3,381,0,1866,7,0,34,76,OCCITANIE
201036,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
201036,3,0,0,0,0,0,0,28,NORMANDIE
201036,3,178,0,731,5,0,21,52,PAYS-DE-LA-LOIRE
201036,3,260,0,917,5,0,18,93,PROVENCE-ALPES-COTE-D-AZUR
201035,3,370,0,1197,7,0,22,44,GRAND EST
201035,3,1006,0,2401,18,0,42,75,NOUVELLE-AQUITAINE
201035,3,76,0,354,1,0,5,84,AUVERGNE-RHONE-ALPES
201035,3,385,0,1060,13,0,37,27,BOURGOGNE-FRANCHE-COMTE
201035,3,637,34,1240,20,1,39,53,BRETAGNE
201035,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
201035,3,31,0,90,10,0,30,94,CORSE
201035,3,270,0,799,2,0,7,11,ILE-DE-FRANCE
201035,3,1537,0,4324,28,0,79,76,OCCITANIE
201035,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
201035,3,0,0,0,0,0,0,28,NORMANDIE
201035,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
201035,3,1070,0,3167,22,0,65,93,PROVENCE-ALPES-COTE-D-AZUR
201034,3,70,0,331,1,0,6,44,GRAND EST
201034,3,1121,0,2855,20,0,50,75,NOUVELLE-AQUITAINE
201034,3,327,0,1085,4,0,14,84,AUVERGNE-RHONE-ALPES
201034,3,384,0,956,13,0,33,27,BOURGOGNE-FRANCHE-COMTE
201034,3,757,70,1444,24,2,46,53,BRETAGNE
201034,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
201034,3,15,0,62,5,0,21,94,CORSE
201034,3,61,0,379,1,0,4,11,ILE-DE-FRANCE
201034,3,1538,0,5227,28,0,96,76,OCCITANIE
201034,3,978,0,3245,16,0,54,32,HAUTS-DE-FRANCE
201034,3,0,0,0,0,0,0,28,NORMANDIE
201034,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
201034,3,0,0,0,0,0,0,93,PROVENCE-ALPES-COTE-D-AZUR
201033,3,0,0,0,0,0,0,44,GRAND EST
201033,3,1581,0,3827,28,0,67,75,NOUVELLE-AQUITAINE
201033,3,22,0,109,0,0,1,84,AUVERGNE-RHONE-ALPES
201033,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
201033,3,0,0,0,0,0,0,53,BRETAGNE
201033,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
201033,3,0,0,0,0,0,0,94,CORSE
201033,3,0,0,0,0,0,0,11,ILE-DE-FRANCE
201033,3,0,0,0,0,0,0,76,OCCITANIE
201033,3,421,0,1965,7,0,33,32,HAUTS-DE-FRANCE
201033,3,0,0,0,0,0,0,28,NORMANDIE
201033,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
201033,3,343,0,1015,7,0,21,93,PROVENCE-ALPES-COTE-D-AZUR
201032,3,0,0,0,0,0,0,44,GRAND EST
201032,3,0,0,0,0,0,0,75,NOUVELLE-AQUITAINE
201032,3,68,0,222,1,0,3,84,AUVERGNE-RHONE-ALPES
201032,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
201032,3,316,0,855,10,0,27,53,BRETAGNE
201032,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
201032,3,16,0,72,5,0,24,94,CORSE
201032,3,0,0,0,0,0,0,11,ILE-DE-FRANCE
201032,3,0,0,0,0,0,0,76,OCCITANIE
201032,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
201032,3,0,0,0,0,0,0,28,NORMANDIE
201032,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
201032,3,73,0,361,1,0,7,93,PROVENCE-ALPES-COTE-D-AZUR
201031,3,0,0,0,0,0,0,44,GRAND EST
201031,3,0,0,0,0,0,0,75,NOUVELLE-AQUITAINE
201031,3,314,0,903,4,0,12,84,AUVERGNE-RHONE-ALPES
201031,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
201031,3,159,0,470,5,0,15,53,BRETAGNE
201031,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
201031,3,96,0,225,32,0,75,94,CORSE
201031,3,397,0,947,3,0,8,11,ILE-DE-FRANCE
201031,3,0,0,0,0,0,0,76,OCCITANIE
201031,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
201031,3,0,0,0,0,0,0,28,NORMANDIE
201031,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
201031,3,514,0,1276,10,0,26,93,PROVENCE-ALPES-COTE-D-AZUR
201030,3,0,0,0,0,0,0,44,GRAND EST
201030,3,1054,0,2431,18,0,42,75,NOUVELLE-AQUITAINE
201030,3,413,0,855,5,0,11,84,AUVERGNE-RHONE-ALPES
201030,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
201030,3,213,0,641,7,0,20,53,BRETAGNE
201030,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
201030,3,76,0,193,25,0,64,94,CORSE
201030,3,0,0,0,0,0,0,11,ILE-DE-FRANCE
201030,3,0,0,0,0,0,0,76,OCCITANIE
201030,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
201030,3,0,0,0,0,0,0,28,NORMANDIE
201030,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
201030,3,970,0,2276,20,0,47,93,PROVENCE-ALPES-COTE-D-AZUR
201029,3,0,0,0,0,0,0,44,GRAND EST
201029,3,874,0,2177,15,0,38,75,NOUVELLE-AQUITAINE
201029,3,383,0,865,5,0,11,84,AUVERGNE-RHONE-ALPES
201029,3,193,0,670,7,0,24,27,BOURGOGNE-FRANCHE-COMTE
201029,3,505,0,1295,16,0,41,53,BRETAGNE
201029,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
201029,3,16,0,55,5,0,18,94,CORSE
201029,3,0,0,0,0,0,0,11,ILE-DE-FRANCE
201029,3,1267,0,2700,23,0,49,76,OCCITANIE
201029,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
201029,3,0,0,0,0,0,0,28,NORMANDIE
201029,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
201029,3,445,0,1378,9,0,28,93,PROVENCE-ALPES-COTE-D-AZUR
201028,3,0,0,0,0,0,0,44,GRAND EST
201028,3,0,0,0,0,0,0,75,NOUVELLE-AQUITAINE
201028,3,379,0,1022,5,0,14,84,AUVERGNE-RHONE-ALPES
201028,3,144,0,480,5,0,17,27,BOURGOGNE-FRANCHE-COMTE
201028,3,132,0,543,4,0,17,53,BRETAGNE
201028,3,450,0,1436,17,0,55,24,CENTRE-VAL-DE-LOIRE
201028,3,6,0,27,2,0,9,94,CORSE
201028,3,63,0,310,1,0,3,11,ILE-DE-FRANCE
201028,3,0,0,0,0,0,0,76,OCCITANIE
201028,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
201028,3,0,0,0,0,0,0,28,NORMANDIE
201028,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
201028,3,0,0,0,0,0,0,93,PROVENCE-ALPES-COTE-D-AZUR
201027,3,47,0,271,1,0,5,44,GRAND EST
201027,3,0,0,0,0,0,0,75,NOUVELLE-AQUITAINE
